Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1011,54,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,,Credit Card,Fortnightly
1012,43,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,,Debit Card,Fortnightly
1013,28,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,,Credit Card,Annually
1014,59,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,,Venmo,Bi-Weekly
1015,28,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,,Debit Card,Fortnightly
1016,68,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,,Cash,Weekly
1017,20,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,,Bank Transfer,Every 3 Months
1018,21,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,,Credit Card,Annually
1019,50,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,,Cash,Weekly
1020,32,Male,Shirt,Clothing,76.0,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,,Venmo,Bi-Weekly
1021,24,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,Yes,,Debit Card,Annually
1022,55,Male,Coat,Outerwear,51.0,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,,PayPal,Weekly
1023,61,Male,Handbag,Accessories,41.0,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,,Cash,Annually
1024,61,Male,Sunglasses,Accessories,71.0,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,,Bank Transfer,Every 3 Months
1025,28,Male,T-shirt,Clothing,66.0,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,,Venmo,Quarterly
1026,60,Male,Shirt,Clothing,84.0,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,,Credit Card,Annually
1027,49,Male,Handbag,Accessories,95.0,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,,PayPal,Bi-Weekly
1028,33,Male,Jewelry,Accessories,90.0,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,,Cash,Monthly
1029,45,Male,Hoodie,Clothing,36.0,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,,Cash,Fortnightly
1030,29,Male,Gloves,Accessories,22.0,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,,Venmo,Bi-Weekly
1031,58,Male,Coat,Outerwear,89.0,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,,Debit Card,Quarterly
1032,22,Male,Sandals,Footwear,50.0,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,,Cash,Quarterly
1033,55,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,,Credit Card,Quarterly
1034,19,Male,Pants,Clothing,52.0,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,,Bank Transfer,Quarterly
1035,68,Male,Socks,Clothing,29.0,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,,Bank Transfer,Weekly
1036,61,Male,Blouse,Clothing,89.0,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,,Venmo,Annually
1037,68,Male,Handbag,Accessories,47.0,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,,Bank Transfer,Monthly
1038,52,Male,Jewelry,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,,Debit Card,Quarterly
1039,41,Male,Pants,Clothing,74.0,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,,Bank Transfer,Weekly
1040,29,Male,Belt,Accessories,46.0,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,,Venmo,Monthly
1041,68,Male,Jeans,Clothing,22.0,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,,Cash,Fortnightly
1042,36,Male,Shirt,Clothing,25.0,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,,Cash,Fortnightly
1043,55,Male,Belt,Accessories,80.0,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,,Credit Card,Weekly
1044,28,Male,Jeans,Clothing,76.0,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,,Debit Card,Fortnightly
1045,39,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,,Bank Transfer,Every 3 Months
1046,54,Male,Sweater,Clothing,79.0,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,,PayPal,Bi-Weekly
1047,40,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,,Venmo,Annually
1048,31,Male,Socks,Clothing,36.0,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,,Credit Card,Fortnightly
1049,30,Male,Socks,Clothing,77.0,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,,Venmo,Fortnightly
1050,45,Male,Sunglasses,Accessories,33.0,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,,Cash,Quarterly
1051,48,Male,Sneakers,Footwear,64.0,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,,Venmo,Monthly
1052,45,Male,Socks,Clothing,53.0,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,,PayPal,Annually
1053,60,Male,Shoes,Footwear,36.0,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,,Credit Card,Fortnightly
1054,59,Male,Blouse,Clothing,70.0,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,,Debit Card,Bi-Weekly
1055,18,Male,Shorts,Clothing,96.0,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,Yes,,PayPal,Quarterly
1056,70,Male,Jacket,Outerwear,27.0,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,,Debit Card,Annually
1057,20,Male,Sweater,Clothing,64.0,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,,Venmo,Fortnightly
1058,65,Male,Jacket,Outerwear,23.0,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,,Credit Card,Weekly
1059,29,Male,Scarf,Accessories,33.0,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,,Bank Transfer,Every 3 Months
1060,22,Male,Jacket,Outerwear,34.0,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,Yes,,Debit Card,Monthly
1061,27,Male,Sweater,Clothing,35.0,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,,Debit Card,Every 3 Months
1062,36,Male,Coat,Outerwear,62.0,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,,Venmo,Every 3 Months
1063,59,Male,Boots,Footwear,75.0,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,,Debit Card,Every 3 Months
1064,62,Male,Hoodie,Clothing,29.0,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,,Cash,Monthly
1065,34,Male,Hat,Accessories,28.0,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,Yes,,Credit Card,Every 3 Months
1066,59,Male,T-shirt,Clothing,20.0,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,,PayPal,Every 3 Months
1067,49,Male,Coat,Outerwear,96.0,Mississippi,M,Red,Winter,4.0,No,Store Pickup,Yes,Yes,,PayPal,Bi-Weekly
1068,18,Male,Dress,Clothing,43.0,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,,PayPal,Quarterly
1069,55,Male,Shirt,Clothing,94.0,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,,Credit Card,Weekly
1070,38,Male,Skirt,Clothing,81.0,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,Yes,,Venmo,Every 3 Months
1071,50,Male,Jewelry,Accessories,75.0,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,,Debit Card,Weekly
1072,61,Male,Hat,Accessories,81.0,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,,Credit Card,Monthly
1073,48,Male,Shorts,Clothing,92.0,Idaho,L,Gold,Fall,3.5,No,Express,Yes,Yes,,Debit Card,Fortnightly
1074,22,Male,Scarf,Accessories,96.0,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,,Credit Card,Monthly
1075,48,Male,Jewelry,Accessories,71.0,Tennessee,S,White,Fall,2.6,No,Standard,Yes,Yes,,Bank Transfer,Fortnightly
1076,57,Male,Sunglasses,Accessories,50.0,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,Yes,,Debit Card,Bi-Weekly
1077,33,Male,Coat,Outerwear,72.0,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,,Venmo,Bi-Weekly
1078,58,Male,Jacket,Outerwear,28.0,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,Yes,,PayPal,Quarterly
1079,37,Male,Sweater,Clothing,59.0,Arizona,M,Silver,Fall,4.4,No,Express,Yes,Yes,,Credit Card,Fortnightly
1080,18,Male,Coat,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,Yes,,Bank Transfer,Monthly
1081,65,Male,Scarf,Accessories,59.0,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,Yes,,Cash,Every 3 Months
1082,62,Male,Belt,Accessories,30.0,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,,Credit Card,Annually
1083,54,Male,Hat,Accessories,85.0,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,,Venmo,Quarterly
1084,35,Male,Backpack,Accessories,97.0,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,,Cash,Weekly
1085,34,Male,T-shirt,Clothing,36.0,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,Yes,,Cash,Quarterly
1086,25,Male,Jewelry,Accessories,85.0,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,,Venmo,Fortnightly
1087,53,Male,Sunglasses,Accessories,62.0,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,,PayPal,Bi-Weekly
1088,45,Male,Jeans,Clothing,71.0,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,,Bank Transfer,Monthly
1089,49,Male,Pants,Clothing,21.0,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,,PayPal,Weekly
1090,40,Male,Backpack,Accessories,61.0,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,,PayPal,Bi-Weekly
1091,38,Male,Scarf,Accessories,58.0,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,,Cash,Fortnightly
1092,44,Male,Sweater,Clothing,80.0,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,,Credit Card,Fortnightly
1093,68,Male,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,,Venmo,Quarterly
1094,60,Male,Sneakers,Footwear,48.0,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,,Venmo,Every 3 Months
1095,25,Male,Jewelry,Accessories,40.0,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,,Cash,Quarterly
1096,19,Male,Coat,Outerwear,34.0,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,,Bank Transfer,Quarterly
1097,57,Male,Coat,Outerwear,46.0,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,,Credit Card,Annually
1098,58,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,,Bank Transfer,Weekly
1099,49,Male,Handbag,Accessories,98.0,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,,Credit Card,Weekly
1100,19,Male,Sweater,Clothing,73.0,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,,Bank Transfer,Fortnightly
1101,50,Male,Pants,Clothing,28.0,Nevada,L,Gold,Spring,4.4,No,Express,Yes,Yes,,Credit Card,Weekly
1102,30,Male,Gloves,Accessories,76.0,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,,Cash,Fortnightly
1103,52,Male,Sweater,Clothing,83.0,Texas,M,Peach,Fall,2.9,No,Express,Yes,Yes,,Cash,Fortnightly
1104,35,Male,Hoodie,Clothing,23.0,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,,Debit Card,Bi-Weekly
1105,35,Male,Hat,Accessories,28.0,Delaware,M,Beige,Fall,3.1,No,Express,Yes,Yes,,Bank Transfer,Quarterly
1106,33,Male,T-shirt,Clothing,83.0,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,,Venmo,Every 3 Months
1107,52,Male,Skirt,Clothing,96.0,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,,Venmo,Fortnightly
1108,69,Male,Sneakers,Footwear,62.0,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,,Bank Transfer,Weekly
1109,27,Male,Shorts,Clothing,25.0,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,Yes,,Cash,Fortnightly
1110,66,Male,Hoodie,Clothing,97.0,Oklahoma,L,Violet,Winter,4.9,No,Next Day Air,Yes,Yes,,Venmo,Weekly
1111,28,Male,Hoodie,Clothing,61.0,Texas,L,Cyan,Fall,3.0,No,Standard,Yes,Yes,,Cash,Bi-Weekly
1112,22,Male,Shoes,Footwear,66.0,New York,S,Olive,Summer,4.1,No,Next Day Air,Yes,Yes,,Credit Card,Bi-Weekly
1113,69,Male,Hoodie,Clothing,67.0,Washington,XL,Pink,Spring,4.6,No,Free Shipping,Yes,Yes,,PayPal,Quarterly
1114,28,Male,Sunglasses,Accessories,80.0,Maryland,M,Purple,Summer,4.8,No,Next Day Air,Yes,Yes,,PayPal,Bi-Weekly
1115,55,Male,Skirt,Clothing,25.0,New Hampshire,L,Violet,Fall,2.6,No,Next Day Air,Yes,Yes,,Bank Transfer,Every 3 Months
1116,30,Male,Hat,Accessories,58.0,New York,S,Peach,Fall,4.0,No,2-Day Shipping,Yes,Yes,,Cash,Weekly
1117,67,Male,Backpack,Accessories,96.0,Hawaii,M,Charcoal,Winter,4.2,No,Express,Yes,Yes,,PayPal,Fortnightly
1118,25,Male,Sunglasses,Accessories,77.0,California,L,Lavender,Spring,4.5,No,Store Pickup,Yes,Yes,,Credit Card,Monthly
1119,49,Male,Belt,Accessories,65.0,Indiana,M,Purple,Summer,4.9,No,Standard,Yes,Yes,,PayPal,Every 3 Months
1120,34,Male,Jewelry,Accessories,36.0,Louisiana,M,Indigo,Spring,3.1,No,Standard,Yes,Yes,,Credit Card,Weekly
1121,22,Male,Sneakers,Footwear,84.0,Pennsylvania,M,Magenta,Winter,4.0,No,Next Day Air,Yes,Yes,,Debit Card,Monthly
1122,63,Male,T-shirt,Clothing,58.0,Florida,XL,Peach,Fall,3.2,No,Express,Yes,Yes,,Cash,Quarterly
1123,70,Male,Handbag,Accessories,62.0,North Carolina,S,Charcoal,Spring,4.3,No,2-Day Shipping,Yes,Yes,,Credit Card,Annually
1124,36,Male,Hat,Accessories,67.0,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,,Cash,Monthly
1125,42,Male,Sweater,Clothing,20.0,Iowa,M,Orange,Spring,4.9,No,Express,Yes,Yes,,Cash,Quarterly
1126,27,Male,Sandals,Footwear,90.0,North Dakota,M,Lavender,Summer,2.7,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Weekly
1127,23,Male,Scarf,Accessories,58.0,Iowa,L,Beige,Winter,3.4,No,Standard,Yes,Yes,,Venmo,Fortnightly
1128,50,Male,Shirt,Clothing,53.0,Delaware,XL,Maroon,Spring,4.8,No,Store Pickup,Yes,Yes,,Debit Card,Monthly
1129,56,Male,Gloves,Accessories,30.0,New York,L,Charcoal,Winter,4.7,No,Next Day Air,Yes,Yes,,Debit Card,Monthly
1130,37,Male,Hoodie,Clothing,65.0,New Hampshire,XL,White,Winter,4.7,No,Express,Yes,Yes,,Venmo,Fortnightly
1131,67,Male,Jewelry,Accessories,41.0,Kentucky,M,Lavender,Summer,3.9,No,Standard,Yes,Yes,,PayPal,Bi-Weekly
1132,67,Male,Shirt,Clothing,73.0,Illinois,M,Black,Spring,3.7,No,Express,Yes,Yes,,Bank Transfer,Monthly
1133,50,Male,Hoodie,Clothing,98.0,North Carolina,S,Teal,Spring,4.3,No,Store Pickup,Yes,Yes,,Cash,Fortnightly
1134,36,Male,Shoes,Footwear,36.0,Connecticut,XL,Magenta,Winter,4.1,No,2-Day Shipping,Yes,Yes,,Cash,Weekly
1135,62,Male,T-shirt,Clothing,81.0,Wisconsin,M,Brown,Summer,4.6,No,Express,Yes,Yes,,Venmo,Every 3 Months
1136,65,Male,Skirt,Clothing,90.0,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Quarterly
1137,23,Male,Handbag,Accessories,83.0,Illinois,S,Cyan,Summer,4.8,No,Free Shipping,Yes,Yes,,Cash,Monthly
1138,46,Male,Shirt,Clothing,91.0,New Mexico,XL,Pink,Winter,2.8,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Every 3 Months
1139,18,Male,Pants,Clothing,36.0,Iowa,M,Purple,Summer,4.7,No,Express,Yes,Yes,,Venmo,Fortnightly
1140,58,Male,Coat,Outerwear,53.0,Alabama,L,Purple,Spring,3.9,No,Standard,Yes,Yes,,Debit Card,Bi-Weekly
1141,31,Male,Jeans,Clothing,39.0,Maryland,M,White,Winter,2.6,No,Store Pickup,Yes,Yes,,Credit Card,Every 3 Months
1142,39,Male,Gloves,Accessories,33.0,Ohio,S,Silver,Winter,4.7,No,Next Day Air,Yes,Yes,,PayPal,Fortnightly
1143,69,Male,T-shirt,Clothing,76.0,Ohio,L,Green,Spring,3.5,No,Store Pickup,Yes,Yes,,Venmo,Bi-Weekly
1144,68,Male,Boots,Footwear,23.0,Nevada,L,Teal,Winter,4.4,No,Standard,Yes,Yes,,PayPal,Quarterly
1145,41,Male,Jeans,Clothing,54.0,South Carolina,S,Indigo,Fall,4.4,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Fortnightly
1146,31,Male,Sneakers,Footwear,89.0,Nevada,L,Pink,Summer,3.0,No,Express,Yes,Yes,,Cash,Every 3 Months
1147,48,Male,Sneakers,Footwear,38.0,Wisconsin,M,Indigo,Summer,4.2,No,Standard,Yes,Yes,,Bank Transfer,Every 3 Months
1148,59,Male,Hat,Accessories,36.0,Tennessee,XL,Red,Winter,4.3,No,Next Day Air,Yes,Yes,,Debit Card,Annually
1149,34,Male,Pants,Clothing,66.0,Florida,M,Violet,Spring,2.6,No,Store Pickup,Yes,Yes,,PayPal,Fortnightly
1150,21,Male,Jewelry,Accessories,42.0,Georgia,L,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,,Venmo,Annually
1151,29,Male,Jewelry,Accessories,36.0,Kentucky,S,Red,Winter,2.7,No,Next Day Air,Yes,Yes,,Venmo,Bi-Weekly
1152,41,Male,Blouse,Clothing,86.0,Ohio,M,Gray,Spring,4.2,No,Express,Yes,Yes,,Credit Card,Weekly
1153,62,Male,Handbag,Accessories,49.0,Connecticut,M,Gold,Fall,4.0,No,Standard,Yes,Yes,,PayPal,Every 3 Months
1154,27,Male,Shirt,Clothing,41.0,Idaho,M,Pink,Summer,4.0,No,Free Shipping,Yes,Yes,,Bank Transfer,Quarterly
1155,49,Male,Dress,Clothing,82.0,Georgia,L,Cyan,Spring,2.9,No,2-Day Shipping,Yes,Yes,,Credit Card,Bi-Weekly
1156,67,Male,T-shirt,Clothing,53.0,Tennessee,S,Red,Fall,2.6,No,Express,Yes,Yes,,PayPal,Quarterly
1157,20,Male,Shoes,Footwear,21.0,Hawaii,M,Gold,Summer,4.8,No,Express,Yes,Yes,,Venmo,Every 3 Months
1158,37,Male,Belt,Accessories,66.0,Maryland,M,Charcoal,Fall,4.4,No,Standard,Yes,Yes,,Cash,Quarterly
1159,69,Male,Belt,Accessories,89.0,Nevada,L,Orange,Summer,4.0,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Annually
1160,66,Male,Handbag,Accessories,55.0,New Hampshire,L,Blue,Fall,3.6,No,2-Day Shipping,Yes,Yes,,Venmo,Every 3 Months
1161,37,Male,Scarf,Accessories,42.0,North Dakota,S,Blue,Summer,3.2,No,Next Day Air,Yes,Yes,,Venmo,Bi-Weekly
1162,63,Male,Shorts,Clothing,52.0,Oklahoma,S,Orange,Fall,3.1,No,2-Day Shipping,Yes,Yes,,PayPal,Monthly
1163,47,Male,Sandals,Footwear,92.0,North Carolina,M,Blue,Winter,4.2,No,Express,Yes,Yes,,PayPal,Weekly
1164,26,Male,Pants,Clothing,56.0,Tennessee,L,White,Summer,3.0,No,2-Day Shipping,Yes,Yes,,Debit Card,Monthly
1165,68,Male,Dress,Clothing,96.0,Montana,M,Green,Winter,4.2,No,Standard,Yes,Yes,,PayPal,Quarterly
1166,51,Male,T-shirt,Clothing,64.0,Wisconsin,M,Silver,Winter,2.9,No,Next Day Air,Yes,Yes,,Venmo,Every 3 Months
1167,48,Male,Dress,Clothing,48.0,Connecticut,S,Lavender,Winter,3.7,No,Store Pickup,Yes,Yes,,Venmo,Fortnightly
1168,60,Male,Socks,Clothing,83.0,New Jersey,XL,Beige,Summer,3.6,No,Free Shipping,Yes,Yes,,PayPal,Quarterly
1169,68,Male,Scarf,Accessories,91.0,Mississippi,L,Violet,Summer,3.6,No,Standard,Yes,Yes,,Debit Card,Fortnightly
1170,25,Male,Backpack,Accessories,94.0,Wyoming,S,Gray,Fall,4.5,No,2-Day Shipping,Yes,Yes,,Cash,Annually
1171,57,Male,Skirt,Clothing,62.0,Illinois,S,Red,Spring,3.2,No,Express,Yes,Yes,,Cash,Bi-Weekly
1172,41,Male,Socks,Clothing,55.0,Louisiana,M,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,,Debit Card,Annually
1173,59,Male,Coat,Outerwear,68.0,Oregon,L,Peach,Spring,4.6,No,Store Pickup,Yes,Yes,,Bank Transfer,Bi-Weekly
1174,44,Male,Jewelry,Accessories,76.0,South Dakota,M,Indigo,Winter,2.5,No,Express,Yes,Yes,,Cash,Bi-Weekly
1175,42,Male,Backpack,Accessories,31.0,Michigan,M,Black,Winter,4.3,No,Express,Yes,Yes,,Bank Transfer,Bi-Weekly
1176,35,Male,Belt,Accessories,81.0,New Jersey,M,Beige,Spring,4.1,No,Store Pickup,Yes,Yes,,PayPal,Quarterly
1177,36,Male,Dress,Clothing,83.0,Oregon,M,Red,Winter,4.6,No,Free Shipping,Yes,Yes,,PayPal,Quarterly
1178,54,Male,Skirt,Clothing,21.0,Iowa,M,Black,Spring,4.8,No,Standard,Yes,Yes,,Debit Card,Monthly
1179,37,Male,Dress,Clothing,22.0,South Carolina,M,Teal,Spring,4.9,No,Express,Yes,Yes,,Debit Card,Annually
1180,20,Male,T-shirt,Clothing,33.0,Indiana,M,Blue,Summer,2.8,No,Free Shipping,Yes,Yes,,Bank Transfer,Annually
1181,23,Male,Skirt,Clothing,23.0,Oregon,S,Beige,Spring,4.9,No,Standard,Yes,Yes,,Cash,Monthly
1182,61,Male,Shorts,Clothing,96.0,New York,L,Teal,Summer,3.5,No,Free Shipping,Yes,Yes,,Bank Transfer,Quarterly
1183,37,Male,Jewelry,Accessories,21.0,New Mexico,M,Maroon,Spring,3.8,No,Express,Yes,Yes,,PayPal,Quarterly
1184,23,Male,Pants,Clothing,39.0,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,Yes,Yes,,Credit Card,Weekly
1185,63,Male,Belt,Accessories,73.0,South Carolina,S,Indigo,Fall,3.4,No,Express,Yes,Yes,,Credit Card,Annually
1186,47,Male,Jeans,Clothing,64.0,Maine,M,Magenta,Spring,3.9,No,Standard,Yes,Yes,,Credit Card,Monthly
1187,63,Male,Jeans,Clothing,68.0,Indiana,M,Beige,Summer,4.1,No,2-Day Shipping,Yes,Yes,,Credit Card,Annually
1188,56,Male,Hat,Accessories,89.0,Iowa,L,Maroon,Fall,3.0,No,Express,Yes,Yes,,Credit Card,Every 3 Months
1189,68,Male,Blouse,Clothing,29.0,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,Yes,,Credit Card,Weekly
1190,64,Male,Shirt,Clothing,97.0,Arkansas,XL,Teal,Summer,4.9,No,Free Shipping,Yes,Yes,,Debit Card,Annually
1191,62,Male,Shirt,Clothing,45.0,South Carolina,M,Orange,Winter,4.3,No,Next Day Air,Yes,Yes,,Credit Card,Weekly
1192,34,Male,T-shirt,Clothing,70.0,Indiana,L,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,,Venmo,Quarterly
1193,49,Male,Coat,Outerwear,56.0,Florida,M,Turquoise,Summer,4.0,No,2-Day Shipping,Yes,Yes,,Venmo,Quarterly
1194,40,Male,Jacket,Outerwear,55.0,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,,Credit Card,Fortnightly
1195,50,Male,Hoodie,Clothing,46.0,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,,Credit Card,Fortnightly
1196,25,Male,Scarf,Accessories,95.0,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,,Venmo,Monthly
1197,30,Male,Belt,Accessories,88.0,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,,Bank Transfer,Bi-Weekly
1198,54,Male,Sneakers,Footwear,92.0,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,,PayPal,Annually
1199,40,Male,Socks,Clothing,49.0,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,,Cash,Annually
1200,49,Male,Sandals,Footwear,89.0,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,,Debit Card,Weekly
1201,27,Male,Coat,Outerwear,22.0,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,,PayPal,Weekly
1202,27,Male,Shoes,Footwear,61.0,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,,Venmo,Fortnightly
1203,48,Male,Scarf,Accessories,29.0,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,,Venmo,Every 3 Months
1204,40,Male,Sneakers,Footwear,82.0,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,,Bank Transfer,Annually
